lambda[nm],I_Ref_Start[au],I_Ref_Stop[au],I_Ref_Mean[au],I_Dunkel[au],I_70_70[au],I_70_80[au],I_70_90[au],I_70_100[au],I_70_110[au],I_70_120[au],I_70_130[au],I_70_140[au],I_90_70[au],I_90_80[au],I_90_90[au],I_90_100[au],I_90_110[au],I_90_120[au],I_90_130[au],I_90_140[au]
835.455,286.645,257.827,272.236,144.624,282.904,295.952,320.269,289.779,266.635,346.288,395.817,350.0,249.962,248.779,254.385,270.173,280.587,393.375,381.442,330.029
835.583,277.753,246.202,261.97749999999996,133.753,271.471,286.933,312.327,279.096,255.692,338.529,387.048,333.635,243.548,241.962,248.202,259.163,267.308,382.702,369.673,321.74
835.712,269.548,247.135,258.3415,132.581,269.308,285.125,310.192,277.692,251.625,336.923,386.625,335.365,240.904,240.74,244.558,256.202,264.375,377.875,371.087,319.231
835.84,279.355,248.135,263.745,138.247,275.885,292.077,313.038,280.587,259.423,341.125,389.538,341.913,241.087,249.365,251.048,262.625,270.875,382.212,375.365,319.106
835.968,276.452,241.067,258.7595,128.871,270.163,284.817,308.135,274.702,251.615,334.115,384.99,332.635,238.269,242.462,245.087,258.76,266.442,372.74,368.212,321.779
836.096,286.892,253.692,270.29200000000003,144.387,282.183,296.26,315.394,285.942,257.375,343.519,390.962,344.856,247.74,245.644,253.49,267.885,276.538,387.875,381.5,325.788
836.224,272.667,242.144,257.40549999999996,129.441,267.74,280.673,306.471,275.125,254.615,335.288,380.779,335.01,235.231,242.471,249.413,256.356,261.894,373.365,366.019,320.413
836.352,281.473,248.077,264.775,139.774,276.635,287.798,315.26,280.231,255.76,343.144,384.635,341.596,242.202,247.913,250.567,257.5,271.087,383.875,370.183,322.125
836.48,268.183,238.933,253.558,130.097,268.183,282.096,304.038,271.923,251.317,332.433,375.75,329.385,240.433,237.298,243.538,254.981,266.0,372.538,367.202,317.577
836.608,267.591,239.25,253.4205,130.624,264.817,282.462,302.654,273.798,247.404,329.365,372.413,331.596,236.51,239.413,243.51,253.577,262.192,375.192,361.356,319.202
836.737,277.516,248.712,263.11400000000003,137.28,272.981,287.596,308.115,281.76,254.702,334.904,383.125,335.865,242.846,245.298,245.5,260.038,270.106,374.875,368.135,322.548
836.865,268.591,239.288,253.9395,130.516,267.567,276.856,301.038,270.558,247.885,324.298,371.99,325.817,234.49,241.74,245.817,258.971,258.654,364.837,359.577,312.99
836.993,278.731,248.865,263.798,142.0,275.615,285.933,311.673,278.154,255.288,336.913,381.087,342.452,240.231,247.962,249.865,262.971,269.125,371.346,364.346,322.519
837.121,282.011,251.75,266.8805,147.946,280.202,292.769,314.548,280.087,259.625,339.587,382.702,347.231,246.779,249.385,253.635,264.596,274.788,379.279,373.74,324.231
837.249,273.624,243.433,258.5285,137.075,273.279,285.385,308.317,279.413,254.385,334.462,376.76,336.913,241.471,245.529,246.673,259.442,268.99,371.087,364.087,315.692
837.377,267.892,237.269,252.5805,133.634,261.548,277.558,296.529,269.808,244.817,320.702,369.462,325.846,234.308,233.808,242.327,245.365,256.827,361.644,356.587,308.442
837.505,261.935,236.375,249.155,128.215,257.317,271.933,295.288,263.788,239.173,317.933,364.721,325.712,230.779,230.75,237.548,249.558,253.375,356.048,349.471,306.298
837.633,273.43,245.106,259.26800000000003,131.215,263.346,281.894,305.096,271.808,249.837,326.0,374.212,332.192,238.375,237.548,242.173,255.154,261.135,367.192,358.365,317.163
837.762,278.473,243.615,261.044,137.194,268.74,281.01,303.827,274.163,253.221,327.413,376.942,330.375,238.317,241.5,245.212,254.327,258.519,363.962,364.183,316.808
837.89,269.473,241.038,255.2555,136.581,260.538,283.615,302.971,275.74,254.452,322.567,372.019,331.933,236.923,238.567,242.817,256.144,263.404,369.173,357.231,314.471
838.018,269.892,237.615,253.7535,138.022,269.192,279.894,305.394,268.865,251.077,325.317,367.712,327.769,231.5,236.846,241.327,255.288,258.577,360.99,357.231,310.365
838.146,266.43,235.923,251.1765,132.602,261.327,275.24,298.269,269.115,246.029,316.635,366.337,326.548,232.635,239.192,238.808,246.673,258.202,355.5,347.798,309.365
838.274,262.968,237.817,250.3925,132.14,264.394,274.288,295.904,263.144,249.212,321.702,364.337,327.163,232.663,235.692,237.971,246.375,256.058,357.644,350.317,306.587
838.402,264.559,236.567,250.56300000000002,132.323,263.875,275.712,298.135,266.375,245.25,318.0,366.279,326.625,229.885,235.808,240.404,250.394,258.596,358.385,351.163,309.654
838.53,283.215,252.308,267.76149999999996,151.204,283.462,290.317,312.106,285.279,256.375,333.327,377.981,342.913,247.096,250.337,254.663,261.519,266.769,374.827,367.154,323.548
838.658,272.387,241.827,257.10699999999997,135.258,265.365,281.875,304.317,273.875,247.683,322.375,366.865,329.798,240.413,239.25,244.731,252.798,257.538,358.558,355.308,315.49
838.787,271.161,247.317,259.23900000000003,141.796,269.308,281.788,308.798,273.26,254.596,322.212,378.385,335.192,239.462,243.529,247.519,257.683,264.317,355.375,361.298,320.404
838.915,257.398,232.154,244.776,129.086,258.25,272.635,291.558,267.01,241.827,312.952,360.481,318.865,227.423,229.702,235.817,239.875,251.75,347.625,345.0,304.01
839.043,274.688,244.106,259.397,146.151,269.538,285.279,304.615,278.519,249.144,322.49,373.442,338.712,240.212,247.404,246.077,256.779,263.885,356.702,359.817,313.635
839.171,262.441,233.423,247.932,132.978,265.942,271.721,293.798,263.683,245.192,311.779,358.048,321.933,226.452,233.317,239.308,245.837,252.596,346.404,342.808,304.625
839.299,265.742,238.144,251.943,138.817,269.375,279.231,300.942,268.49,247.365,316.308,363.587,329.404,235.096,234.952,236.904,250.538,258.702,349.971,355.163,311.462
839.427,281.634,259.442,270.538,157.247,283.962,294.798,314.99,286.981,264.087,332.615,382.731,345.058,250.183,257.779,263.298,267.702,271.856,371.221,366.202,324.971
839.555,270.0,243.51,256.755,143.409,269.548,282.029,306.269,269.856,250.971,319.721,364.163,330.856,238.019,243.644,244.529,253.019,255.962,351.25,349.856,310.933
839.683,259.108,233.413,246.2605,132.634,258.971,269.096,292.433,262.51,238.24,307.769,358.712,318.183,227.279,231.548,235.279,240.981,247.769,341.558,337.346,300.183
839.812,267.355,233.856,250.6055,132.839,259.365,275.615,298.529,265.798,241.087,311.423,362.856,318.029,229.654,234.067,238.442,248.029,253.173,344.51,346.231,306.663
839.94,257.613,227.317,242.465,131.28,254.615,265.317,291.567,260.49,234.817,301.49,353.904,320.558,226.519,230.49,235.933,242.029,248.663,338.385,338.625,300.462
840.068,263.957,235.779,249.868,136.301,261.962,273.106,295.269,266.279,244.212,309.942,356.154,327.433,226.558,230.567,239.01,246.231,250.087,344.298,349.058,309.615
840.196,289.054,259.067,274.0605,162.29,286.327,297.769,318.923,290.5,272.365,333.337,379.202,347.192,252.99,252.596,263.038,275.971,275.885,367.74,370.433,332.471
840.324,276.591,254.308,265.4495,148.656,280.683,292.548,310.952,286.231,261.346,325.471,374.769,339.192,244.75,249.365,256.683,264.596,268.731,357.74,358.731,321.154
840.452,264.097,241.673,252.885,137.677,269.365,273.317,300.76,270.365,248.538,308.808,359.76,326.51,233.135,240.25,242.327,253.481,253.625,348.24,343.5,312.519
840.58,261.011,231.798,246.4045,132.839,257.337,270.087,294.038,258.587,239.5,303.327,349.096,318.317,228.26,224.933,236.038,242.481,248.904,338.154,340.25,299.404
840.708,256.495,226.077,241.286,127.194,247.952,263.933,286.49,252.702,230.288,299.654,343.375,315.029,221.221,223.577,229.346,238.606,239.788,336.827,334.663,294.558
840.837,257.785,235.279,246.532,133.978,261.058,271.452,290.712,264.654,240.365,307.202,350.769,318.702,230.817,236.75,235.885,242.49,252.654,337.087,340.173,302.962
840.965,259.097,230.74,244.9185,134.914,255.25,267.125,294.471,261.173,238.394,305.471,349.606,321.346,226.317,233.567,238.394,240.683,246.51,337.75,338.615,295.125
841.093,253.935,226.26,240.0975,129.806,255.721,264.337,290.192,256.298,234.5,300.231,343.269,314.308,221.423,221.385,234.375,242.904,242.413,330.442,333.163,296.962
841.221,257.892,230.865,244.3785,137.129,260.952,267.433,289.538,261.01,237.558,305.481,348.346,319.231,227.817,229.962,230.5,243.846,245.5,334.788,333.779,300.0
841.349,254.57,226.327,240.4485,134.237,255.731,264.24,286.577,256.529,238.163,302.519,346.471,315.298,226.99,228.962,230.923,243.087,244.567,331.115,332.538,296.308
841.477,256.183,224.385,240.284,130.054,251.933,260.337,281.038,252.058,229.481,294.75,336.115,313.404,215.644,221.365,227.606,233.404,238.625,327.51,325.462,293.038
841.605,250.516,226.788,238.652,128.538,252.346,267.154,288.375,260.913,230.769,293.635,341.971,314.25,223.058,225.558,228.827,238.981,245.212,328.538,334.904,299.269
841.733,255.914,228.615,242.2645,133.71,256.029,268.154,288.356,254.163,234.712,300.0,340.077,318.346,225.577,231.5,231.875,239.163,238.577,329.827,329.0,297.769
841.862,265.323,239.308,252.3155,143.624,262.74,274.875,295.74,268.721,242.731,307.423,352.288,325.702,235.327,233.298,238.587,246.875,253.462,344.212,340.885,305.846
841.99,259.366,235.875,247.6205,136.527,256.596,266.125,289.712,260.308,237.115,295.529,348.99,315.779,225.837,232.125,228.375,240.625,244.808,329.038,334.375,299.25
842.118,251.075,224.423,237.749,131.011,250.625,265.481,286.769,256.99,231.827,292.5,337.337,307.75,219.75,226.798,231.827,241.567,240.173,325.615,331.558,291.231
842.246,255.441,229.837,242.639,134.71,251.5,263.798,282.529,255.442,233.5,294.442,341.087,311.74,225.317,224.962,228.837,238.962,240.288,323.904,328.577,292.548
842.374,247.344,218.942,233.143,127.957,245.385,255.971,281.24,251.346,227.567,286.577,332.827,310.577,220.779,216.413,224.856,235.337,236.606,312.25,318.798,290.471
842.502,264.613,239.788,252.2005,138.989,263.01,271.596,292.144,263.452,241.5,304.798,351.471,317.779,232.029,237.375,239.144,248.798,249.577,335.875,333.442,304.596
842.63,252.366,226.106,239.236,131.581,250.51,263.404,285.904,254.962,235.26,290.096,341.327,312.135,222.933,229.0,229.885,235.731,243.933,321.192,322.231,293.375
842.758,253.043,226.365,239.704,128.925,248.683,263.933,281.942,252.423,226.875,289.923,336.587,309.606,215.702,222.635,224.769,234.125,235.885,317.163,320.49,294.038
842.887,262.323,236.25,249.2865,140.065,260.981,267.75,292.154,264.788,240.067,300.212,345.808,315.231,230.25,234.433,236.99,243.904,247.125,330.74,335.077,298.952
843.015,273.903,240.51,257.2065,146.548,264.231,276.202,301.096,272.058,245.346,306.173,353.913,326.481,233.798,241.538,242.904,251.625,255.817,335.058,342.827,311.654
843.143,251.097,225.269,238.183,129.032,248.548,258.923,284.231,253.125,228.952,287.423,337.692,308.048,220.01,222.442,222.808,235.779,236.692,320.058,323.606,290.269
843.271,249.968,229.625,239.79649999999998,134.108,249.25,262.702,283.788,252.144,232.913,294.0,334.625,309.644,223.144,223.808,226.337,241.115,237.365,315.385,324.846,290.663
843.399,254.0,226.269,240.1345,138.581,251.933,257.413,277.952,250.827,231.404,289.356,332.702,307.885,220.183,227.683,228.202,238.74,239.5,320.51,320.894,295.74
843.527,253.183,228.163,240.673,135.634,249.894,261.76,288.683,258.077,232.442,290.75,337.192,307.548,223.875,227.298,231.875,239.606,239.615,324.894,326.25,295.644
843.655,250.731,223.577,237.154,131.624,244.952,257.673,283.356,251.01,225.49,283.971,330.24,302.49,220.221,222.702,224.683,236.212,232.702,315.212,321.962,291.038
843.783,251.86,221.827,236.8435,136.129,247.288,260.49,281.442,248.529,231.452,285.298,334.337,305.817,217.087,221.538,228.731,234.212,234.606,316.231,315.385,290.779
843.912,252.075,225.106,238.5905,129.57,244.942,259.538,278.404,251.25,230.269,284.202,325.192,304.808,219.865,218.875,223.048,230.75,231.019,312.106,316.625,291.356
844.04,246.108,221.01,233.559,128.849,241.212,254.519,280.462,246.231,226.462,282.683,323.952,304.212,213.577,221.798,225.163,229.462,232.317,307.971,315.212,282.75
844.168,248.914,225.865,237.3895,134.376,251.231,259.452,284.712,251.067,229.875,287.837,331.615,307.471,220.913,223.067,228.49,235.24,236.885,315.846,318.75,292.24
844.296,260.559,238.971,249.76500000000001,146.194,260.952,273.288,293.26,262.904,238.904,296.519,339.75,317.038,231.913,235.885,237.942,244.404,247.692,324.317,328.26,296.981
844.424,257.613,233.24,245.4265,143.559,250.433,266.635,290.077,262.279,235.913,291.462,335.577,314.788,224.385,230.625,235.548,241.548,241.01,318.462,327.548,298.221
844.552,258.817,230.067,244.442,142.538,253.577,262.548,286.385,255.76,234.817,292.029,333.087,311.183,227.0,228.067,231.779,236.106,241.721,320.394,323.26,295.817
844.68,248.226,226.183,237.2045,137.129,251.346,259.837,285.471,255.115,230.077,290.048,327.625,306.481,224.038,225.654,229.865,235.317,236.817,310.413,318.981,291.971
844.808,244.108,222.567,233.3375,133.054,248.471,259.144,279.25,249.837,225.317,282.904,322.971,307.981,218.587,221.269,225.375,233.548,234.615,308.75,316.519,287.538
844.937,246.409,225.212,235.8105,133.828,245.337,254.423,276.731,250.75,227.231,277.894,325.721,302.404,214.596,219.798,226.538,234.779,238.846,304.933,312.654,291.019
845.065,248.022,222.298,235.16,133.312,242.99,255.25,275.529,248.471,229.231,278.894,322.26,301.173,214.779,218.74,225.019,232.644,229.692,305.346,312.413,281.356
845.193,261.667,242.519,252.093,149.591,261.962,268.942,291.76,265.038,240.817,294.673,336.096,319.346,232.038,238.192,237.856,245.019,246.817,320.317,330.279,296.548
845.321,251.194,228.115,239.65449999999998,135.817,250.625,257.683,285.683,253.798,233.087,281.462,327.673,307.875,225.404,226.125,227.596,237.942,233.971,311.971,319.452,289.606
845.449,251.882,230.625,241.2535,138.968,249.933,266.567,286.202,255.365,234.269,289.606,332.625,311.24,225.827,231.837,234.01,238.317,245.038,311.058,320.058,295.625
845.577,247.505,224.462,235.9835,134.237,245.971,259.183,277.404,245.856,231.279,283.135,324.5,305.231,221.442,226.817,227.577,236.135,234.99,310.096,311.615,290.221
845.705,243.71,218.365,231.03750000000002,131.226,243.413,253.173,276.452,247.606,223.462,273.471,321.269,301.538,215.24,217.875,221.538,231.163,225.51,299.077,308.385,282.221
845.833,241.731,223.077,232.404,131.247,241.433,252.971,275.615,245.135,226.192,273.221,319.971,298.173,212.279,223.327,224.288,230.971,230.24,300.846,306.615,285.019
845.962,258.57,231.404,244.987,143.43,248.577,263.913,284.327,252.606,233.087,285.971,329.163,303.846,222.538,227.375,232.712,235.058,242.981,306.096,316.163,291.933
846.09,250.043,226.019,238.031,135.57,245.952,256.731,278.317,250.442,229.846,273.99,320.49,299.692,220.154,222.231,222.615,232.058,234.365,303.894,309.269,282.548
846.218,257.839,235.01,246.4245,145.054,253.904,263.327,288.971,255.596,235.115,284.779,335.875,313.587,226.49,230.308,235.74,240.875,242.548,313.385,316.269,297.183
846.346,253.151,226.625,239.888,142.097,252.615,256.5,278.913,251.808,234.433,279.058,324.981,304.471,224.615,227.01,226.01,238.856,235.519,303.288,314.587,287.702
846.474,252.452,223.192,237.822,138.656,244.856,259.981,276.904,252.481,225.885,277.221,322.798,299.654,218.923,220.865,227.125,234.856,232.558,298.298,308.125,284.962
846.602,239.409,219.712,229.5605,130.452,239.885,250.029,275.135,242.24,221.317,266.231,315.75,295.096,212.115,217.856,217.894,227.846,226.808,288.788,303.404,277.587
846.73,248.57,227.788,238.179,137.71,247.577,258.212,273.481,249.538,228.067,274.135,322.308,299.99,215.923,220.769,225.904,229.288,235.24,299.885,306.904,285.288
846.858,241.108,223.913,232.5105,132.753,242.115,251.135,275.654,245.183,222.5,274.346,312.885,294.077,216.202,218.663,222.221,224.327,227.683,292.971,309.788,279.865
846.987,248.054,217.846,232.95,131.72,237.125,249.683,277.115,241.875,219.933,268.25,313.26,294.317,210.817,216.885,215.423,225.442,224.962,291.635,302.577,280.5
847.115,254.742,230.712,242.72699999999998,142.667,247.087,259.827,281.404,253.981,229.221,281.577,325.154,312.558,224.644,223.952,233.327,235.894,233.798,304.577,311.923,291.096
847.243,251.237,230.163,240.7,144.344,251.183,258.692,282.933,259.231,232.606,279.731,325.625,302.279,230.067,228.817,226.962,234.413,241.25,302.212,311.298,288.865
847.371,240.194,212.375,226.28449999999998,128.28,234.692,245.163,269.385,235.163,212.683,262.173,307.423,292.163,206.25,214.5,214.144,220.779,225.394,291.308,297.596,269.644
847.499,237.409,218.606,228.0075,131.796,243.01,245.385,272.76,239.24,219.99,267.481,311.712,294.279,211.808,214.567,218.308,224.644,226.962,293.25,300.413,278.981
847.627,245.054,217.856,231.45499999999998,136.989,245.712,253.106,277.433,243.567,224.365,266.471,314.865,294.635,214.942,217.913,219.981,224.75,227.673,291.317,303.865,280.519
847.755,239.71,216.24,227.97500000000002,135.366,236.933,249.279,272.827,247.048,220.125,264.067,308.548,294.096,213.952,213.894,219.115,225.644,225.317,289.846,296.962,277.058
847.883,254.022,224.846,239.434,141.699,249.875,261.423,277.106,250.212,228.154,278.673,319.288,303.115,221.885,224.356,231.577,233.75,232.183,298.654,306.154,283.769
848.012,250.376,232.221,241.2985,144.774,250.606,254.365,282.76,253.596,229.952,273.0,319.817,302.846,221.231,226.26,229.077,235.154,232.192,298.163,310.779,292.779
848.14,238.452,213.308,225.88,130.516,236.087,249.221,268.183,237.99,213.298,264.894,303.452,287.433,207.048,211.51,215.596,219.212,219.135,281.673,293.76,275.74
848.268,240.935,215.375,228.155,135.376,238.731,249.769,267.673,240.731,217.625,265.587,308.846,293.279,208.462,215.077,215.942,223.769,222.962,290.096,298.923,274.971
848.396,239.71,221.115,230.41250000000002,138.011,243.404,249.471,277.692,246.115,221.865,267.212,313.269,292.269,212.115,220.183,220.442,226.529,226.067,291.337,303.904,277.865
848.524,247.312,227.798,237.555,138.473,252.404,255.346,282.923,252.856,231.356,273.106,317.077,302.673,224.231,226.875,231.231,234.481,233.5,296.202,309.74,285.856
848.652,237.591,219.327,228.459,132.516,239.519,250.144,272.106,245.673,217.394,261.971,307.087,290.375,214.731,215.269,217.808,227.846,223.519,285.471,298.077,279.548
848.78,241.806,215.115,228.46050000000002,130.452,233.673,243.798,268.933,235.192,217.817,262.74,303.712,289.837,208.471,211.615,215.692,218.125,221.779,279.769,293.385,270.788
848.908,242.28,221.452,231.86599999999999,139.215,241.923,252.394,277.058,247.365,220.808,265.298,306.721,296.385,216.837,218.894,222.558,225.288,229.529,285.913,299.76,281.385
849.037,244.183,222.452,233.3175,137.054,240.5,250.096,269.394,242.173,225.212,263.048,307.644,298.433,210.529,218.24,220.663,227.356,224.923,286.0,300.221,275.673
849.165,236.29,214.01,225.14999999999998,130.516,233.346,249.904,264.923,238.731,216.365,259.683,305.404,290.163,207.413,211.5,215.173,224.481,220.981,280.99,293.827,273.115
849.293,246.452,222.981,234.7165,138.677,242.24,251.625,277.625,245.923,219.846,266.452,309.654,295.135,214.0,219.962,226.125,232.452,228.808,290.519,303.269,284.75
849.421,240.925,215.163,228.044,134.011,234.74,249.808,271.558,239.913,218.529,262.75,306.087,292.231,211.702,212.817,216.904,226.519,222.76,281.712,293.76,277.221
849.549,241.914,216.221,229.0675,137.559,240.385,247.096,269.788,242.606,219.798,262.212,303.798,289.038,215.125,215.769,218.625,223.144,225.125,282.375,294.827,278.663
849.677,232.763,219.567,226.16500000000002,133.333,238.788,245.231,268.673,239.654,216.692,263.212,301.24,286.356,210.077,212.442,219.375,225.712,221.942,282.587,292.962,274.365
849.805,250.022,226.99,238.506,144.387,242.952,252.798,278.25,250.356,225.394,266.971,310.413,295.01,217.144,226.337,224.923,230.952,231.923,293.404,301.577,281.798
849.933,238.505,215.577,227.041,132.495,235.413,243.279,266.154,241.288,214.173,259.279,298.558,289.577,206.077,213.692,217.212,220.202,218.808,277.692,290.558,275.125
850.062,244.237,223.615,233.926,139.806,244.048,251.067,271.067,246.183,219.173,267.769,308.404,295.76,216.173,218.837,223.654,225.519,227.51,283.077,299.577,276.096
850.19,237.065,220.404,228.7345,135.075,239.644,247.423,270.779,238.702,218.702,257.529,299.865,288.567,212.106,215.269,214.788,225.587,220.596,278.173,290.683,271.962
850.318,234.731,213.365,224.048,132.72,233.702,242.75,267.221,235.875,217.788,254.587,299.385,284.115,208.173,213.346,214.096,221.135,221.846,274.606,289.663,269.356
850.446,241.355,224.385,232.87,136.849,242.606,247.75,272.769,246.442,220.99,262.846,299.038,293.904,218.683,214.779,223.337,225.183,224.702,277.548,296.702,275.596
850.574,239.86,216.317,228.0885,129.548,238.962,247.125,269.769,242.577,219.442,255.817,301.231,287.192,209.327,216.096,215.327,222.346,222.663,283.24,291.885,270.183
850.702,232.925,217.298,225.1115,128.871,233.952,245.885,272.106,239.75,217.038,253.76,299.865,286.423,208.856,212.106,213.981,221.779,220.337,277.644,289.192,272.548
850.83,235.129,211.183,223.156,129.763,230.51,239.106,260.452,230.952,210.471,250.712,291.74,282.423,201.221,209.24,210.385,218.75,215.519,269.375,282.51,266.212
850.958,237.29,215.856,226.57299999999998,134.516,237.798,245.423,267.904,238.096,214.99,253.567,298.144,284.202,209.49,210.519,215.115,224.471,220.654,276.375,283.577,266.885
851.087,242.108,219.865,230.9865,137.484,239.365,252.346,270.779,246.135,217.731,262.154,303.885,289.721,212.962,219.577,223.212,223.74,226.087,278.567,290.067,274.212
851.215,230.581,211.596,221.0885,130.806,230.99,243.596,263.125,231.99,208.76,253.029,291.346,281.529,204.404,204.837,211.817,214.538,217.673,265.817,283.26,264.981
851.343,236.011,217.808,226.90949999999998,134.849,237.048,241.538,266.115,239.481,211.596,252.51,293.067,281.337,208.462,209.808,215.587,220.76,215.904,271.471,282.356,266.067
851.471,240.763,213.0,226.88150000000002,137.892,237.567,244.125,270.769,239.596,218.26,255.067,294.625,286.077,207.644,216.625,219.192,221.077,223.404,272.346,286.077,273.115
851.599,240.366,218.769,229.5675,139.441,239.25,249.788,273.567,244.356,222.394,256.029,302.923,293.0,216.019,215.692,224.173,226.875,224.317,273.298,293.644,272.192
851.727,240.495,229.096,234.7955,143.29,243.856,257.404,278.356,247.144,226.942,263.817,305.308,294.692,218.125,222.827,229.942,232.173,232.74,283.76,293.471,280.712
851.855,232.548,216.471,224.5095,137.978,230.471,243.913,269.01,237.817,216.654,254.0,293.673,287.856,210.577,210.558,217.75,220.837,222.702,276.51,284.298,269.558
851.983,242.043,218.067,230.055,141.419,241.0,246.337,271.394,239.308,219.75,255.144,300.76,288.721,213.385,218.308,220.798,229.577,225.702,273.317,289.154,277.615
852.112,233.247,213.808,223.5275,132.516,236.625,242.673,264.394,237.365,217.837,251.74,288.875,280.654,206.817,209.683,214.933,220.837,217.952,269.404,282.106,267.731
852.24,245.559,222.019,233.789,146.677,238.913,252.096,270.24,242.5,220.635,260.346,298.654,289.087,216.413,217.519,222.173,226.74,224.135,277.058,286.904,274.635
852.368,249.473,225.827,237.65,149.258,246.817,253.058,275.712,248.413,223.721,260.51,301.413,295.163,218.048,220.798,224.548,229.433,228.798,283.798,296.606,282.904
852.496,232.935,215.856,224.3955,133.613,231.538,242.731,266.279,236.702,213.433,251.51,288.913,280.394,209.183,213.029,214.221,223.346,216.548,267.375,276.779,268.337
852.624,236.29,216.298,226.29399999999998,136.452,236.096,245.596,269.029,238.981,214.615,259.01,290.269,281.894,209.067,214.75,220.519,224.587,219.587,271.298,282.692,268.558
852.752,243.226,221.606,232.416,140.71,238.875,251.404,276.673,241.894,221.798,254.644,296.615,288.24,218.673,219.894,221.26,227.923,225.154,273.712,287.279,277.231
852.88,237.667,220.885,229.276,142.204,238.26,243.702,267.24,238.019,213.481,253.587,290.192,285.067,205.683,217.625,217.779,224.913,219.24,272.356,283.087,269.058
853.008,229.387,216.558,222.9725,132.355,234.663,244.298,266.192,237.529,215.769,251.76,290.346,286.471,207.173,214.154,222.5,221.192,217.26,265.731,281.212,266.981
853.137,232.118,214.077,223.0975,139.516,237.471,247.288,269.981,236.904,216.135,252.442,290.712,284.029,212.106,213.779,215.0,218.615,216.077,270.798,286.356,271.375
853.265,235.957,216.635,226.296,139.828,236.24,244.808,267.971,238.038,219.99,255.75,288.99,288.913,211.413,215.817,216.885,224.808,223.923,268.029,286.0,266.529
853.393,233.548,213.99,223.769,136.183,233.269,239.99,268.288,233.952,214.529,249.712,289.49,283.827,207.433,211.462,215.885,220.0,213.067,269.337,276.183,265.558
853.521,229.935,209.596,219.7655,133.774,227.615,239.817,260.24,228.308,207.346,244.817,282.394,275.135,204.596,207.135,211.731,217.74,212.856,263.125,273.606,260.375
853.649,239.699,219.183,229.441,141.194,241.163,248.173,273.981,240.096,217.904,257.5,293.702,286.337,215.115,216.663,220.606,224.837,223.135,271.923,284.837,275.971
853.777,228.14,212.365,220.2525,134.484,230.231,239.615,263.76,234.731,211.029,243.452,285.192,279.74,205.615,207.981,215.135,216.99,213.404,260.019,273.125,263.596
853.905,230.28,207.125,218.7025,130.355,228.25,239.779,262.606,228.481,205.106,243.404,281.808,274.298,204.327,205.99,207.952,213.99,208.663,257.51,269.74,257.865
854.033,230.817,207.481,219.149,135.892,227.375,234.567,258.221,233.317,211.712,240.808,279.567,274.202,199.548,207.327,207.721,214.827,209.51,259.615,270.538,262.26
854.162,228.075,208.317,218.196,131.108,227.462,239.221,261.038,225.077,208.49,239.894,280.481,275.221,205.048,208.5,209.404,214.779,210.567,260.663,273.962,259.885
854.29,233.624,211.865,222.74450000000002,136.656,230.0,237.875,261.663,229.904,208.558,241.587,281.202,278.74,206.462,210.375,210.25,215.856,212.635,259.221,273.567,262.058
854.418,246.226,222.971,234.5985,153.172,244.846,257.038,274.096,251.49,225.827,257.644,294.74,293.577,218.76,224.846,226.115,232.615,230.702,280.76,293.385,278.577
854.546,266.871,236.673,251.772,170.129,259.442,265.596,289.279,259.346,238.029,273.798,307.981,306.452,236.817,235.731,238.365,241.865,240.231,286.894,300.952,292.712
854.674,249.118,227.769,238.4435,157.516,250.74,258.135,278.375,247.712,228.433,263.183,301.25,293.731,221.625,225.846,229.471,234.365,233.096,278.25,289.962,279.019
854.802,237.462,216.788,227.125,137.57,236.25,243.26,267.471,233.962,218.952,248.125,283.923,281.096,207.125,214.317,215.519,221.663,213.135,260.615,274.721,266.058
854.93,229.86,205.269,217.5645,130.667,226.173,236.298,259.615,227.769,211.067,241.519,279.865,273.433,203.481,203.837,208.173,213.212,205.433,259.038,272.798,256.952
855.058,236.538,214.038,225.288,138.581,238.202,242.212,270.135,240.394,217.231,246.298,285.375,281.317,211.413,215.183,215.615,223.615,220.135,264.75,277.692,269.029
855.187,227.204,207.317,217.2605,135.699,227.01,235.212,260.798,229.279,206.404,238.173,274.837,271.154,200.673,203.587,207.856,210.894,212.231,254.058,267.288,256.635
855.315,240.828,241.596,241.212,147.828,256.135,269.519,288.99,258.288,242.24,269.567,306.346,302.24,233.654,235.779,235.856,242.885,239.413,287.115,301.154,288.49
855.443,233.957,209.75,221.8535,138.247,231.327,236.846,263.981,230.692,210.962,240.788,279.404,274.798,204.327,206.75,211.106,212.375,210.923,251.0,271.596,259.587
855.571,230.194,208.154,219.17399999999998,136.183,230.538,238.115,262.163,229.683,210.673,243.481,279.654,274.769,202.731,204.269,208.221,217.442,208.51,255.635,272.346,261.875
855.699,239.237,222.24,230.7385,143.172,237.125,248.471,275.99,242.5,220.192,252.212,282.981,286.163,216.865,215.606,219.365,224.481,219.923,264.74,281.654,271.173
855.827,225.333,203.192,214.2625,131.29,223.779,233.798,256.212,223.75,198.99,235.923,271.038,265.712,197.548,203.913,200.971,210.99,207.221,249.144,261.519,250.798
855.955,231.613,207.115,219.364,134.065,226.567,233.74,258.096,231.375,209.567,235.327,275.471,274.317,197.904,203.49,213.942,215.51,205.99,252.837,264.529,257.913
856.083,231.538,207.548,219.543,134.57,228.173,237.683,258.663,228.587,208.058,240.356,278.875,277.875,207.115,206.048,211.548,214.115,210.317,256.269,270.192,260.115
