lambda[nm],I_Ref[au],I_Dunkel[au],I_70_70[au],I_70_80[au],I_70_90[au],I_70_100[au],I_70_110[au],I_70_120[au],I_70_130[au],I_70_140[au],I_90_70[au],I_90_80[au],I_90_90[au],I_90_100[au],I_90_110[au],I_90_120[au],I_90_130[au],I_90_140[au]
820.465,99.031,98.814,100.835,103.144,101.0,98.784,98.897,99.691,99.732,100.155,99.072,99.608,99.845,99.835,100.216,101.072,100.742,100.34
820.593,99.093,98.361,100.619,103.536,101.237,97.619,98.763,99.619,100.134,99.773,98.454,98.887,99.351,99.33,99.732,101.433,100.876,99.598
820.721,100.711,99.134,101.33,103.258,103.031,99.928,99.691,100.124,100.01,100.32,99.753,99.629,101.031,99.969,100.546,101.227,100.979,101.227
820.849,98.0,98.144,101.351,102.247,101.794,98.763,99.186,99.268,99.845,99.34,98.577,98.474,99.175,98.021,100.144,101.278,100.639,99.649
820.977,99.062,98.186,100.619,103.052,101.722,98.784,99.206,99.959,99.351,100.227,98.299,99.216,98.649,99.588,100.041,102.392,100.247,100.052
821.105,101.093,99.392,102.216,103.134,102.639,99.392,99.206,102.227,100.773,100.423,99.784,100.763,100.052,100.454,100.66,102.505,101.278,101.722
821.233,99.237,99.536,100.526,102.134,102.113,99.103,99.629,100.979,100.423,100.361,99.361,99.814,99.093,101.031,100.216,101.794,100.608,100.515
821.362,98.938,98.753,101.371,103.742,102.485,98.948,99.897,101.32,100.031,100.0,100.052,99.433,100.206,100.062,99.887,100.835,100.536,100.856
821.49,99.619,98.969,101.175,103.412,103.608,98.258,99.814,101.052,100.794,100.546,99.495,100.186,99.371,100.258,100.299,101.557,100.701,101.608
821.618,99.082,99.072,101.062,102.918,101.928,98.546,99.216,100.072,100.505,99.577,99.113,99.289,99.165,99.979,100.412,101.175,100.289,100.278
821.746,97.784,96.505,100.062,103.412,101.567,98.691,99.258,99.052,98.34,99.0,98.206,97.567,98.196,99.062,99.464,100.876,99.701,99.505
821.874,98.113,97.742,99.186,102.01,100.825,97.67,98.474,99.031,99.0,98.01,98.732,98.32,98.361,98.113,98.856,100.052,99.052,98.866
822.002,98.567,98.0,99.897,102.196,102.175,98.423,99.031,99.897,101.289,98.969,97.567,98.763,99.32,98.907,99.186,99.969,99.278,99.784
822.13,98.887,99.299,101.082,102.165,101.021,99.247,99.948,101.155,100.031,99.948,99.124,99.639,100.237,99.371,100.289,99.845,100.464,100.454
822.258,98.66,97.856,101.031,103.402,100.804,98.474,98.794,99.907,100.021,98.979,99.67,99.062,98.856,99.505,99.825,100.619,100.66,100.474
822.387,97.598,98.175,100.402,101.588,100.258,98.052,99.103,99.505,99.412,98.01,99.299,99.371,98.268,98.784,98.99,100.948,100.031,99.371
822.515,98.979,99.227,101.371,102.392,101.402,98.588,99.247,99.732,100.722,100.093,99.32,99.825,99.546,99.351,100.66,101.402,101.32,100.68
822.643,99.351,98.619,99.99,101.268,100.876,96.866,98.268,99.351,99.175,99.0,98.443,99.443,98.237,99.237,98.825,100.68,100.32,98.948
822.771,98.33,96.897,99.619,99.464,100.577,97.062,98.206,97.474,98.485,98.412,98.021,97.155,97.835,98.969,98.206,99.196,97.825,99.082
822.899,98.866,98.598,100.99,101.0,100.278,99.268,98.897,99.237,99.887,100.124,98.577,99.361,98.144,98.845,99.784,100.474,98.969,100.33
823.027,99.546,98.794,98.99,101.309,99.773,98.155,99.639,100.041,99.278,100.237,99.371,100.124,98.814,99.309,99.897,100.546,100.412,99.969
823.155,98.268,97.041,101.392,101.649,103.0,97.887,97.845,99.402,98.134,98.608,98.33,98.361,99.227,98.557,99.093,100.237,99.804,99.299
823.283,97.68,98.979,100.619,100.845,103.021,99.247,98.402,99.485,98.825,98.505,98.938,99.526,99.186,98.979,98.134,99.34,99.928,99.979
823.412,99.495,99.773,100.784,102.495,102.031,100.33,99.887,101.701,102.299,100.258,101.711,101.588,100.649,100.979,101.351,101.412,99.732,102.309
823.54,99.144,98.629,100.763,103.299,102.351,100.34,100.639,99.732,100.33,99.309,100.155,98.567,99.093,99.124,99.423,100.113,100.227,100.691
823.668,99.814,99.567,100.134,102.876,101.175,100.206,100.062,99.918,101.072,100.041,99.237,99.814,99.794,98.979,99.959,101.206,100.196,100.423
823.796,98.928,99.134,101.227,100.876,101.227,98.247,99.515,98.969,99.773,98.546,98.722,100.268,98.423,98.443,100.113,100.021,98.567,99.351
823.924,99.598,100.186,99.814,101.443,100.361,99.134,100.371,100.588,99.804,98.948,99.526,99.639,100.392,99.876,100.186,100.515,101.062,100.309
824.052,98.464,98.454,99.907,100.99,100.619,98.165,97.701,99.206,99.443,99.103,97.392,99.351,98.691,98.526,100.072,100.258,99.082,98.639
824.18,98.0,97.351,99.742,101.567,99.938,97.577,98.897,99.0,99.526,98.186,97.278,99.155,99.278,98.196,98.619,100.021,99.722,98.711
824.308,99.845,99.32,101.402,100.371,101.526,98.629,98.907,100.124,100.113,99.711,99.34,99.289,99.742,99.546,100.124,101.32,101.505,99.959
824.437,98.041,98.093,101.866,102.567,102.0,99.216,98.66,100.433,99.299,98.454,99.536,99.381,99.082,98.247,99.845,100.701,99.68,99.155
824.565,98.144,99.289,100.711,103.711,101.103,97.144,97.227,99.938,99.371,99.536,99.237,99.299,98.938,98.454,98.32,99.165,100.021,99.062
824.693,98.845,99.825,99.68,101.577,101.907,98.278,99.237,99.825,99.66,101.227,98.938,99.907,99.804,100.948,99.072,100.423,100.959,99.835
824.821,98.515,98.309,100.196,100.825,100.0,98.928,99.237,99.175,98.371,99.371,99.722,98.918,99.485,100.237,99.392,100.526,99.052,101.495
824.949,98.938,99.887,101.227,102.711,102.412,99.67,98.557,100.464,99.619,99.639,98.649,99.68,99.052,100.144,99.577,101.052,100.856,100.062
825.077,98.309,97.969,100.629,102.216,101.557,97.536,98.608,99.876,99.351,98.845,98.732,99.546,98.454,97.814,98.948,100.216,99.856,99.351
825.205,98.351,98.041,99.031,101.784,99.485,97.505,97.021,99.247,98.856,97.639,98.206,99.021,97.175,98.392,98.175,99.464,100.01,98.577
825.333,98.103,97.577,100.103,101.649,101.206,97.474,98.144,99.34,99.041,97.196,98.165,98.227,98.732,98.567,99.299,99.938,100.402,99.206
825.462,99.093,98.423,99.381,101.557,99.948,98.258,99.062,98.938,99.402,99.804,99.021,99.113,98.474,99.701,99.01,99.938,100.031,99.99
825.59,98.134,97.753,99.825,103.206,101.495,97.577,98.072,98.206,98.794,99.34,98.206,98.608,98.948,99.144,98.959,100.289,99.66,100.093
825.718,98.34,97.763,99.443,99.072,98.979,97.639,97.34,97.629,98.598,98.196,97.371,97.495,97.701,96.887,97.969,97.639,98.99,98.268
825.846,99.515,98.907,100.278,100.866,101.0,99.732,99.031,98.876,100.464,99.227,99.206,98.835,99.701,98.371,99.175,99.567,99.629,99.619
825.974,98.526,98.381,101.268,101.247,100.711,98.062,98.526,99.433,98.866,99.742,100.124,99.835,98.918,99.031,99.856,99.216,99.825,100.0
826.102,99.227,98.454,101.175,101.031,100.753,99.165,99.144,98.959,99.515,100.237,99.278,99.371,99.907,98.237,99.505,100.206,100.247,98.969
826.23,98.835,98.392,100.866,100.887,100.052,97.155,98.577,98.423,99.237,98.392,98.66,98.433,97.814,98.01,97.701,99.546,99.402,99.0
826.358,98.505,98.165,100.258,99.691,100.371,98.268,98.67,99.072,99.227,98.639,99.093,98.381,98.155,98.68,98.608,100.443,99.68,98.907
826.487,98.67,98.588,100.124,101.144,102.402,98.062,97.845,99.825,99.258,99.196,98.794,99.124,98.474,98.351,99.072,100.464,99.32,99.165
826.615,98.041,96.856,100.155,100.515,100.32,96.186,97.763,98.402,97.876,97.67,96.928,97.804,97.629,97.031,98.031,98.351,98.206,97.052
826.743,99.216,99.33,100.68,101.99,101.093,98.443,98.742,99.464,98.763,99.0,98.536,99.062,98.866,97.948,99.144,99.773,98.443,99.763
826.871,99.093,99.021,98.577,101.021,101.67,98.742,99.134,99.361,99.742,100.124,99.876,99.082,99.515,99.155,99.948,101.247,100.165,99.278
826.999,99.928,99.082,100.412,102.299,101.753,99.485,98.794,101.144,99.361,99.309,100.546,99.629,99.959,99.567,101.237,100.124,99.938,100.526
827.127,99.01,99.485,101.278,102.247,100.897,98.381,98.907,101.0,99.165,99.196,100.113,99.959,98.691,99.031,98.784,101.289,100.34,100.99
827.255,98.113,98.742,99.773,102.124,100.371,97.278,97.835,99.485,97.309,98.206,98.34,99.979,98.66,98.794,98.763,98.835,99.732,99.031
827.383,98.381,97.804,100.887,102.557,101.546,97.402,99.103,98.536,98.598,98.835,98.072,98.969,99.134,98.66,98.557,100.268,99.619,100.01
827.512,98.186,97.309,99.825,103.351,102.361,96.845,97.845,98.175,97.608,98.227,98.526,98.021,97.526,98.598,97.938,99.392,99.557,98.412
827.64,99.608,99.784,101.639,103.505,101.897,98.66,98.814,98.722,99.866,99.691,99.165,99.794,99.557,99.454,100.66,101.196,100.67,99.711
827.768,98.99,98.124,100.495,100.351,100.99,97.773,98.825,99.268,100.103,99.732,98.485,99.113,98.876,99.041,98.99,99.588,98.887,99.825
827.896,99.887,97.835,100.134,100.546,100.866,98.701,97.897,98.814,99.907,98.897,98.794,97.526,97.794,98.381,98.268,98.536,99.206,99.433
828.024,97.897,98.577,98.969,99.928,100.402,98.134,97.361,98.227,98.804,98.588,98.464,98.753,98.526,98.165,99.608,99.072,99.258,99.062
828.152,98.093,98.588,98.866,100.742,99.918,98.34,98.433,98.918,98.361,98.907,98.567,99.165,98.165,98.608,99.144,98.856,99.825,99.0
828.28,99.392,99.887,100.753,101.412,101.041,99.691,101.505,100.68,99.979,99.845,99.103,98.794,98.794,99.258,99.959,100.423,99.979,99.588
828.408,99.351,99.216,99.546,101.742,100.454,98.402,99.948,99.515,101.299,100.237,98.701,99.072,98.526,99.124,99.918,99.948,100.175,99.938
828.537,99.021,98.433,100.093,100.67,99.619,98.175,98.598,99.052,98.505,99.041,99.155,98.598,98.814,97.773,99.711,99.773,100.165,99.237
828.665,98.0,98.412,98.67,100.608,99.866,96.99,98.216,98.938,98.804,99.206,98.34,98.67,99.299,99.041,98.505,100.093,99.474,99.742
828.793,99.155,98.443,99.99,101.546,100.845,97.505,99.124,98.505,98.557,99.835,99.093,99.629,98.33,98.144,98.639,99.33,98.103,99.515
828.921,98.495,99.0,101.082,101.588,102.062,98.557,98.99,98.948,98.216,99.052,99.289,98.598,99.216,98.206,99.722,99.258,98.722,99.082
829.049,98.216,97.825,100.536,100.082,100.649,97.629,98.247,100.402,99.412,98.897,97.835,98.01,98.361,97.526,100.433,98.825,98.093,98.804
829.177,97.691,97.474,99.557,99.691,100.144,96.814,97.701,99.093,97.835,98.907,98.072,97.567,98.247,98.052,97.268,98.948,99.443,98.711
829.305,99.784,98.515,101.351,101.268,100.598,98.216,98.856,99.753,99.268,98.216,98.464,100.175,100.392,99.01,100.423,100.495,99.412,99.784
829.433,98.093,97.144,99.299,99.979,100.773,97.309,98.309,98.247,98.402,98.247,97.99,98.608,98.598,98.33,98.866,100.443,99.144,98.66
829.562,97.351,97.423,99.763,99.144,100.021,97.062,97.928,97.742,98.567,98.392,97.68,98.165,97.33,97.928,97.247,99.144,97.835,98.196
829.69,98.351,98.186,98.938,100.814,99.093,99.402,98.381,99.763,98.959,99.485,99.546,98.691,98.753,99.031,99.041,98.206,99.711,100.32
829.818,97.825,98.464,99.536,101.093,99.34,98.588,97.392,97.701,98.588,99.247,98.557,97.835,97.794,99.577,98.619,100.093,98.66,98.619
829.946,97.649,97.814,99.557,99.082,98.505,97.361,97.959,97.876,98.629,98.526,97.351,98.186,97.876,98.485,98.402,99.072,99.381,97.711
830.074,97.124,97.577,98.361,99.381,98.804,97.773,98.68,97.567,97.464,97.608,98.309,97.856,98.412,98.093,97.825,99.845,97.856,99.082
830.202,99.897,98.629,99.619,100.124,99.979,98.794,100.155,99.052,98.938,99.082,100.536,99.186,99.144,100.608,99.485,100.505,100.237,99.907
830.33,97.412,97.918,98.567,99.588,99.103,97.711,97.351,98.392,99.351,98.835,97.928,98.309,97.124,98.629,98.485,97.753,98.907,99.454
830.458,98.351,98.639,98.124,99.515,98.711,99.041,98.732,100.392,99.144,99.588,97.598,99.938,98.474,99.144,99.052,99.969,100.103,99.485
830.587,98.722,99.454,98.495,100.237,99.887,98.165,98.495,98.381,99.082,98.897,98.577,99.227,98.196,98.32,100.113,100.082,99.928,99.732
830.715,98.722,98.433,98.918,101.165,99.588,98.165,97.423,97.897,98.804,99.258,98.165,98.536,97.588,98.113,98.938,97.907,100.093,99.66
830.843,98.299,98.134,98.938,100.784,100.165,97.299,98.299,97.948,99.072,99.763,98.124,98.619,98.082,98.485,98.32,98.0,99.041,98.701
830.971,98.495,98.206,99.67,101.196,99.536,97.381,98.979,98.856,100.227,98.423,97.835,98.701,98.443,98.99,98.598,98.031,98.629,100.0
831.099,96.856,97.433,99.701,100.309,102.474,97.175,97.835,98.897,97.103,97.99,97.361,97.722,97.557,98.474,97.32,97.278,98.897,99.196
831.227,98.021,97.876,100.34,99.371,100.763,97.588,97.814,98.247,97.969,98.155,97.412,97.588,97.794,98.485,98.186,99.0,99.856,99.485
831.355,98.062,98.711,99.835,100.526,101.918,97.66,97.763,98.959,98.845,98.433,98.536,97.165,97.557,97.701,98.175,98.649,98.433,98.691
831.483,98.918,98.124,99.237,100.33,99.979,99.052,99.113,99.68,99.794,99.289,99.351,99.32,98.67,99.124,99.505,100.278,99.649,100.052
831.612,99.423,98.588,99.031,99.66,100.423,97.876,98.392,98.515,99.402,99.412,98.443,99.062,98.113,97.608,99.443,99.072,98.536,98.948
831.74,99.454,98.588,98.423,99.753,99.443,99.258,99.247,99.134,100.309,98.825,99.155,99.32,99.392,99.66,99.742,99.835,99.412,99.845
831.868,98.361,98.753,99.361,100.289,100.165,98.381,98.454,98.835,99.021,98.66,98.536,98.021,98.691,99.608,99.175,99.969,99.835,99.495
831.996,98.526,99.773,98.979,100.536,100.402,99.021,98.175,99.196,99.443,98.474,98.423,98.876,98.918,98.052,98.629,99.732,99.155,98.835
832.124,100.835,99.371,99.722,100.979,99.845,98.99,98.948,100.062,99.495,98.99,98.897,99.268,99.619,99.753,99.474,99.247,99.495,100.072
832.252,98.557,97.691,100.175,100.464,99.216,97.443,97.907,98.722,97.969,99.124,98.216,99.175,97.825,97.351,97.32,99.732,98.99,98.165
832.38,98.381,98.32,100.268,100.144,100.175,98.33,98.536,97.928,98.845,98.536,97.804,97.588,98.196,97.784,98.485,99.031,99.959,98.546
832.508,98.072,98.732,99.835,99.814,100.773,97.99,99.196,98.897,99.701,98.474,97.99,98.072,97.639,99.082,98.691,99.237,100.021,99.536
832.637,97.577,99.072,98.866,99.32,99.021,98.299,98.67,98.814,98.907,98.464,99.155,98.629,98.351,98.969,99.062,99.567,99.99,99.206
832.765,99.701,99.165,99.299,99.505,100.742,98.99,97.515,98.711,98.289,98.918,99.784,98.784,98.01,98.392,98.598,99.423,99.155,101.227
832.893,98.732,98.938,100.608,100.33,101.062,98.557,98.969,98.361,100.216,97.845,98.99,98.412,98.536,98.876,99.546,99.206,98.474,99.804
833.021,97.639,97.66,100.052,101.825,100.33,98.381,98.103,98.165,99.567,98.371,99.546,98.464,98.052,98.278,99.258,99.216,98.33,99.959
833.149,99.381,98.876,99.515,100.887,98.794,98.99,97.546,98.959,98.907,98.464,98.093,99.062,98.629,98.464,98.948,98.763,98.423,99.237
833.277,99.515,98.33,99.876,102.588,100.804,98.206,99.144,98.649,98.773,99.33,98.897,99.247,99.402,99.474,99.412,101.402,99.969,99.99
833.405,99.062,99.526,99.155,100.68,100.68,98.021,98.577,99.268,99.361,99.052,98.897,99.454,99.278,98.825,100.196,99.969,100.113,100.701
833.533,98.423,97.742,98.062,99.577,100.124,97.649,98.031,97.856,98.392,96.979,97.33,97.732,98.206,97.423,98.485,98.577,98.072,98.144
833.662,99.351,98.082,99.753,100.619,100.907,98.134,98.155,99.701,98.742,100.165,99.175,98.031,98.278,98.062,99.381,99.567,99.165,99.814
833.79,98.216,97.814,97.887,99.825,99.546,97.351,97.505,97.794,98.784,98.938,97.299,97.351,98.103,97.804,98.144,97.948,98.072,97.732
833.918,99.01,99.134,99.247,99.278,99.959,98.825,98.897,100.546,99.701,99.351,99.546,99.567,98.804,99.155,99.278,99.175,99.227,98.835
834.046,97.959,98.278,99.031,100.031,99.897,98.33,98.918,98.206,99.804,99.268,98.845,98.629,98.495,99.062,99.01,100.041,98.876,99.021
834.174,99.557,99.412,99.887,100.351,101.082,99.206,99.928,99.526,99.433,99.155,99.227,98.557,100.351,98.773,99.588,99.639,100.361,101.0
834.302,99.021,97.887,100.722,101.32,100.072,98.103,99.68,99.01,99.423,99.433,98.454,98.34,99.021,98.701,99.32,100.072,99.237,99.093
834.43,97.907,98.887,98.598,99.33,98.691,97.67,97.309,97.433,98.526,98.134,97.918,96.474,97.402,97.299,97.845,99.598,98.289,99.474
834.558,98.381,98.948,99.526,101.691,100.165,97.515,98.567,99.093,99.443,99.052,98.732,97.515,97.928,99.237,98.392,99.639,101.052,98.969
834.687,99.598,98.093,99.928,99.701,100.402,98.268,98.722,97.979,98.485,99.021,99.196,99.103,97.814,99.021,99.216,99.196,99.67,99.423
834.815,98.773,97.835,99.443,100.742,99.753,96.814,97.753,99.175,99.68,98.485,98.485,97.897,97.845,98.0,99.103,98.041,100.361,99.309
834.943,98.588,98.144,97.856,98.876,99.206,97.639,97.66,98.598,98.412,98.505,97.041,97.598,96.66,98.0,98.268,97.938,98.588,98.474
835.071,97.99,98.216,100.392,100.773,101.979,98.835,97.392,98.722,98.485,98.887,97.052,97.402,96.804,97.897,97.845,97.454,98.608,98.835
835.199,97.68,97.629,99.773,99.134,100.588,97.918,97.619,97.412,97.804,98.536,97.175,97.526,97.268,98.546,98.021,98.629,99.247,99.351
835.327,98.536,98.557,98.845,99.155,99.402,97.825,98.825,98.278,99.175,97.67,98.897,98.876,97.34,97.619,99.351,98.711,98.557,99.124
835.455,98.103,98.464,99.402,99.392,99.68,98.072,97.34,97.361,97.402,96.773,97.155,98.021,98.031,97.144,98.093,98.052,98.691,99.711
835.583,99.103,98.938,99.227,99.732,98.402,98.639,98.619,99.082,99.299,99.103,98.412,99.536,99.278,100.67,99.619,99.412,99.711,100.402
835.712,98.897,98.722,100.082,99.959,100.082,97.763,97.99,98.969,98.155,97.505,98.732,99.371,98.67,98.588,99.536,99.66,99.247,99.258
835.84,97.32,97.897,100.443,100.289,100.505,98.155,98.124,98.155,98.629,97.536,99.443,98.103,97.464,98.082,98.608,98.639,99.701,99.928
835.968,98.01,97.722,98.557,99.742,99.897,97.134,97.392,96.67,97.928,98.041,98.155,97.371,96.588,98.722,98.165,98.485,97.711,98.722
836.096,97.381,98.629,99.124,100.113,100.68,98.072,97.938,98.505,98.175,98.876,99.031,98.722,97.938,98.701,99.381,98.99,98.969,98.794
836.224,98.175,98.68,98.464,100.082,100.175,98.021,98.052,99.309,99.546,99.021,98.155,98.608,97.722,99.206,98.433,100.052,98.454,99.258
836.352,98.639,98.866,100.423,100.103,100.0,99.371,98.619,99.34,100.103,99.402,99.546,99.454,99.01,98.969,99.01,99.918,99.814,100.433
836.48,98.814,98.474,99.536,101.041,99.918,98.113,98.278,98.0,99.598,100.175,99.866,98.34,98.732,100.01,98.969,99.856,99.495,100.722
836.608,98.258,97.557,99.082,99.649,99.794,98.567,98.052,97.99,98.371,98.649,98.371,98.124,97.979,98.402,98.196,98.289,97.845,98.691
836.737,99.722,99.402,99.763,100.577,99.866,99.742,99.577,98.722,98.753,99.361,98.722,98.67,99.32,97.969,98.99,99.423,99.588,99.289
836.865,98.887,98.402,99.577,100.351,100.948,98.835,98.381,97.814,98.309,97.763,97.557,98.392,97.887,98.742,98.608,99.371,99.113,98.804
836.993,98.711,98.01,100.711,100.773,100.67,97.237,97.608,97.99,97.959,98.227,97.835,98.041,97.381,98.505,97.454,98.959,98.392,98.268
837.121,99.299,98.299,99.588,101.351,99.784,98.577,98.711,99.258,99.361,99.165,98.33,99.68,98.351,99.619,99.34,99.876,99.309,99.247
837.249,99.052,97.68,98.948,99.948,99.557,97.876,98.186,98.825,98.485,98.639,97.938,98.34,97.979,98.196,98.113,98.979,98.99,99.474
837.377,98.907,98.103,98.186,98.763,98.866,97.701,98.938,98.464,99.979,98.722,98.711,98.629,98.216,98.691,98.742,99.887,99.175,100.567
837.505,98.412,97.856,97.258,98.536,97.701,96.68,96.402,97.887,97.639,97.567,97.454,97.928,97.732,96.639,97.247,98.866,97.433,98.268
837.633,98.66,98.557,98.495,100.082,99.557,97.907,99.052,97.887,98.175,98.124,98.742,99.773,98.103,98.072,97.629,99.289,97.577,98.701
837.762,97.784,98.433,99.34,100.804,100.351,96.144,96.948,97.99,98.052,98.031,97.505,98.722,97.567,97.691,98.32,97.948,97.918,97.351
837.89,98.598,97.99,99.526,98.392,98.227,96.969,97.309,97.186,99.021,98.845,97.433,99.093,97.536,98.649,97.165,98.062,97.309,98.557
838.018,97.072,98.021,98.216,98.515,97.845,97.763,96.835,96.866,97.598,97.309,97.134,97.897,96.454,97.773,96.557,98.722,97.505,97.763
838.146,97.351,98.216,97.928,97.814,99.567,97.34,98.773,98.845,98.866,97.598,99.062,98.32,97.598,98.392,98.155,98.701,98.546,99.608
838.274,97.485,98.134,96.784,98.34,99.134,98.082,97.814,97.402,98.371,99.124,98.351,96.918,97.113,97.629,97.897,98.082,98.392,98.062
838.402,100.124,98.835,100.0,99.66,100.515,98.876,98.237,98.515,97.753,99.33,99.454,99.402,97.99,98.577,98.639,99.124,97.897,99.464
838.53,97.753,97.959,99.175,99.938,100.784,97.392,97.588,98.0,97.753,97.34,98.309,97.33,97.866,96.969,98.237,97.608,98.577,98.742
838.658,97.485,97.216,99.856,99.247,99.247,97.505,97.485,97.505,98.186,97.784,96.918,96.825,96.66,97.402,97.247,97.031,99.186,97.206
838.787,98.052,98.041,99.247,98.876,99.856,96.845,97.134,98.062,98.969,97.825,97.278,98.175,96.938,97.67,98.845,97.495,96.526,97.814
838.915,97.825,98.34,97.381,98.144,98.67,98.361,97.515,98.557,98.67,98.33,98.485,98.495,98.835,98.515,97.948,98.351,99.021,98.34
839.043,98.67,98.495,99.124,98.371,100.01,98.113,98.598,98.505,98.598,99.567,98.835,98.443,98.959,98.845,98.299,98.784,98.753,99.557
839.171,98.247,98.505,98.784,99.237,99.186,98.113,98.351,98.526,98.124,99.412,99.052,98.918,99.32,98.34,97.763,98.68,97.505,98.763
839.299,98.103,99.856,98.639,99.897,99.309,97.68,98.258,98.454,98.32,99.031,98.588,99.103,97.722,98.918,99.247,99.454,98.371,99.526
839.427,98.309,97.701,98.845,98.876,99.742,97.299,97.237,97.691,98.959,98.175,97.381,98.784,98.268,97.546,97.32,98.773,98.897,99.103
839.555,100.021,98.412,101.082,100.402,98.536,98.66,98.557,98.814,100.196,100.124,100.381,99.845,99.124,98.546,99.928,100.268,99.928,99.196
839.683,99.062,99.99,99.01,100.485,99.134,98.588,99.278,99.742,100.67,100.711,99.309,99.732,98.557,99.32,99.423,101.381,99.454,100.175
839.812,99.165,98.856,101.134,102.381,101.814,97.814,98.165,98.412,99.247,99.082,99.041,99.227,99.454,98.639,97.412,98.103,98.753,98.897
839.94,98.505,98.732,99.845,99.155,99.031,96.99,98.062,97.691,98.464,98.856,98.536,99.773,99.124,97.701,99.258,99.155,98.701,98.866
840.068,98.433,98.258,100.515,100.588,100.423,97.887,98.536,98.052,99.01,97.845,99.206,98.814,98.113,97.887,99.34,99.629,99.247,99.309
840.196,98.629,98.155,98.753,99.515,99.155,97.701,98.876,99.289,99.67,97.773,99.072,99.093,97.454,98.763,98.907,98.557,98.897,99.309
840.324,98.526,99.0,98.165,99.722,100.052,97.515,97.979,97.557,99.021,98.526,98.845,98.052,97.691,98.649,97.732,98.0,98.433,98.031
840.452,98.464,97.825,97.928,98.814,99.485,97.381,97.794,98.485,98.773,98.216,97.866,98.608,98.309,98.959,98.68,98.381,98.505,98.34
840.58,97.423,97.866,97.907,98.474,98.557,97.34,97.763,97.742,97.711,97.247,97.794,97.742,97.557,98.268,97.691,98.206,98.567,98.34
840.708,97.041,98.732,98.144,98.928,100.186,98.691,98.722,97.753,98.897,99.577,97.876,98.165,99.546,97.722,97.959,99.34,98.412,98.32
840.837,98.691,98.309,98.546,99.247,99.309,97.454,97.979,98.381,98.68,98.32,97.526,98.247,97.639,97.629,97.66,98.124,98.309,98.227
840.965,99.701,99.186,98.814,100.454,99.237,98.577,98.979,99.144,98.918,98.763,98.536,98.454,98.536,98.784,98.588,98.876,99.082,99.113
841.093,99.124,99.443,98.485,99.588,98.134,98.577,98.876,99.103,99.536,99.351,97.629,99.629,98.052,98.536,97.773,99.206,98.68,100.423
841.221,98.959,99.33,97.979,100.041,99.072,98.876,99.124,99.052,98.866,98.711,98.825,99.485,98.474,99.124,99.021,99.237,98.485,100.526
841.349,99.206,100.258,99.732,99.021,99.794,98.464,99.082,99.371,99.99,98.474,100.0,99.299,99.062,98.784,100.619,100.206,99.979,100.464
841.477,100.206,99.784,98.856,99.856,99.526,98.557,98.701,98.557,99.144,98.814,98.309,98.052,98.134,99.113,98.134,98.247,99.464,99.433
841.605,97.175,97.165,98.485,97.907,99.495,98.897,96.887,98.412,97.443,97.845,97.969,97.773,97.763,97.948,97.701,97.722,98.165,98.938
841.733,96.732,97.278,98.268,99.165,98.959,97.062,96.701,96.639,98.619,96.866,97.371,98.072,97.866,97.32,96.691,97.144,97.629,97.711
841.862,100.206,100.454,99.371,99.907,101.021,99.144,99.918,97.969,100.155,99.753,99.515,98.835,98.381,99.402,99.072,100.216,100.258,99.763
841.99,97.144,98.794,98.67,98.062,99.649,97.794,98.062,99.0,98.505,98.474,97.887,98.175,97.897,98.948,98.969,98.732,98.68,98.546
842.118,98.186,98.804,99.866,99.794,100.402,97.969,98.103,99.041,100.062,98.526,98.66,98.155,98.186,97.784,98.186,98.897,99.134,99.196
842.246,97.959,98.608,99.134,100.588,100.66,96.268,96.794,97.258,98.433,98.093,96.897,98.351,96.969,97.165,97.443,98.134,96.608,98.052
842.374,98.041,99.093,98.515,99.134,98.928,97.433,96.876,97.856,98.464,98.536,98.32,99.608,97.278,98.474,98.165,98.021,98.072,98.031
842.502,98.897,98.278,99.34,99.897,99.969,97.701,98.474,98.144,99.711,98.959,97.876,98.742,98.062,98.804,99.134,98.557,98.515,99.052
842.63,98.464,99.742,100.175,98.577,99.474,96.907,98.546,98.247,99.412,97.928,97.866,98.299,98.804,98.68,98.649,98.124,98.196,97.258
842.758,98.608,98.186,98.474,98.536,97.876,98.103,98.103,99.268,99.639,98.928,98.866,99.299,98.34,97.948,99.0,98.371,98.505,98.103
842.887,96.67,98.206,98.361,98.701,98.103,98.196,97.32,98.928,97.608,98.124,97.907,97.577,97.021,97.402,98.093,97.897,97.835,97.948
843.015,98.732,98.443,99.144,98.66,98.196,98.278,98.454,98.175,98.144,98.845,97.619,98.732,97.649,98.649,99.454,98.835,99.526,98.392
843.143,97.866,97.619,99.577,99.381,99.351,97.979,97.639,98.897,97.546,99.186,98.299,98.608,97.175,98.237,97.928,98.588,98.67,98.423
843.271,98.804,98.371,98.814,98.907,98.918,97.68,97.66,97.969,97.371,97.361,98.082,97.515,97.227,97.979,99.196,98.763,99.412,99.165
843.399,98.907,99.34,99.887,99.299,100.887,98.278,98.32,98.598,98.918,99.041,98.052,97.722,98.041,98.175,97.515,97.784,99.155,98.196
843.527,98.722,97.753,98.732,98.99,99.794,97.361,97.381,97.979,98.546,98.351,97.526,98.577,97.32,97.763,97.454,97.897,97.711,98.814
843.655,98.753,99.227,98.907,98.722,99.309,97.598,97.856,98.289,98.206,98.124,97.526,97.907,97.237,96.866,98.33,97.526,98.33,98.289
