lambda[nm],I_Ref[au],I_Dunkel[au],I_70_70[au],I_70_80[au],I_70_90[au],I_70_100[au],I_70_110[au],I_70_120[au],I_70_130[au],I_70_140[au],I_90_70[au],I_90_80[au],I_90_90[au],I_90_100[au],I_90_110[au],I_90_120[au],I_90_130[au],I_90_140[au]
857.493,98.691,99.021,99.278,102.392,103.794,98.619,98.753,100.691,101.392,103.361,98.515,99.598,98.495,98.763,99.515,100.34,101.763,103.021
857.621,97.124,97.567,99.629,103.763,105.351,98.268,98.103,99.773,101.165,101.99,97.804,97.258,96.773,97.938,97.67,99.938,100.495,100.639
857.749,96.897,97.969,100.33,102.588,104.216,97.412,98.216,100.619,100.32,101.0,97.103,96.732,97.309,97.536,97.835,99.567,99.515,101.124
857.877,97.299,97.371,99.938,101.773,103.299,97.443,97.907,99.175,100.196,100.784,96.423,98.031,97.361,97.433,97.948,99.371,99.948,100.474
858.005,98.485,98.928,99.031,102.67,104.433,98.825,99.289,101.206,101.515,102.577,99.33,99.361,99.577,99.124,99.34,100.794,101.041,101.948
858.133,96.175,98.536,97.082,100.845,102.99,95.948,96.588,99.67,100.237,100.258,96.196,95.649,95.887,96.691,97.052,98.897,98.928,101.216
858.262,97.577,98.351,99.412,102.237,103.804,96.948,98.907,99.835,100.784,101.907,97.825,97.784,97.619,98.577,98.423,99.103,100.68,102.206
858.39,97.959,98.412,99.907,102.536,104.433,99.052,98.072,101.546,101.546,102.691,98.773,99.113,98.309,99.268,99.113,101.835,101.979,101.67
858.518,96.68,98.268,99.577,102.175,105.268,97.021,98.309,100.268,99.165,100.928,97.722,97.072,97.526,97.309,98.33,99.505,99.649,101.814
858.646,97.598,99.567,100.567,103.33,105.031,98.113,98.247,100.165,100.351,102.474,98.433,97.938,97.701,97.093,98.928,100.454,99.742,102.351
858.774,99.515,98.639,99.701,101.969,104.897,100.01,100.041,101.629,100.536,103.124,99.041,98.794,99.062,98.99,99.371,100.598,101.258,102.732
858.902,98.237,99.402,99.598,103.381,105.835,98.639,99.278,100.278,101.845,102.247,99.268,99.629,98.835,98.402,98.629,101.031,101.196,100.825
859.03,98.959,98.361,101.34,103.33,103.701,97.722,99.093,99.278,101.948,102.701,98.124,98.206,97.794,97.959,98.371,100.165,100.412,102.041
859.158,97.598,98.454,100.856,104.505,105.216,97.536,98.186,99.536,100.948,102.794,97.165,98.227,97.732,97.948,97.608,99.505,100.196,100.67
859.287,98.021,98.804,98.433,101.134,102.206,97.825,97.34,99.742,99.515,100.691,97.866,97.196,97.948,97.351,97.959,99.938,100.124,102.526
859.415,96.959,97.845,97.186,100.928,100.856,98.691,98.206,99.68,99.814,101.567,97.247,97.619,97.928,96.948,97.351,99.526,99.876,100.351
859.543,97.577,98.423,97.474,101.588,102.134,98.804,98.062,99.711,100.237,102.196,98.021,98.515,97.649,97.062,97.907,99.031,98.835,101.144
859.671,98.01,99.402,98.732,101.588,102.845,98.165,98.196,99.464,101.113,102.351,98.113,98.371,98.32,98.381,98.34,99.67,100.247,101.825
859.799,98.289,99.866,98.753,102.0,103.918,98.381,98.351,99.526,101.567,102.041,99.021,98.794,97.918,98.237,98.433,100.165,100.68,101.485
859.927,97.763,97.959,99.454,103.567,104.536,97.804,98.144,99.33,101.701,101.392,97.629,97.629,98.01,98.629,98.577,100.227,99.948,102.134
860.055,98.67,98.577,98.938,103.196,105.67,98.753,98.938,100.464,101.423,102.577,98.134,97.866,98.124,98.01,99.845,100.907,100.041,102.289
860.183,97.938,99.371,98.845,102.392,104.072,97.959,98.289,99.536,100.299,100.907,97.32,98.175,97.351,98.969,98.474,99.784,99.567,101.742
860.312,97.351,98.124,97.856,101.887,102.845,98.423,98.289,99.289,100.814,100.876,98.526,97.959,97.464,98.134,97.392,100.031,99.763,101.351
860.44,97.237,97.041,98.216,102.01,102.454,97.474,97.99,99.351,100.33,101.711,97.928,96.742,97.268,97.835,96.309,98.505,99.443,101.268
860.568,98.268,98.423,99.753,102.412,102.577,99.845,98.979,99.598,101.753,102.299,98.907,98.701,100.175,98.99,98.536,99.309,100.031,101.619
860.696,97.753,98.536,98.0,101.856,103.68,97.918,97.856,100.278,100.103,100.845,97.144,97.412,98.474,98.402,98.66,101.062,100.433,101.309
860.824,98.485,98.835,99.155,101.804,104.186,98.299,98.67,100.876,99.979,101.845,98.01,97.577,97.722,98.866,98.505,100.536,100.546,101.402
860.952,97.371,98.299,99.227,101.567,104.186,97.536,97.546,99.598,99.876,101.443,97.876,97.701,97.608,98.392,97.402,100.206,99.907,102.082
861.08,98.155,98.526,98.289,101.691,103.0,98.722,99.402,99.938,100.495,102.113,98.021,98.309,97.639,98.66,99.33,99.897,99.928,101.546
861.208,98.289,100.289,99.691,101.794,104.392,99.052,98.454,99.753,100.887,101.619,99.423,98.216,98.175,99.052,99.897,100.588,100.216,102.299
861.337,97.505,97.247,99.0,101.423,104.784,97.113,98.33,98.722,99.557,101.402,96.732,97.67,98.371,97.835,97.052,100.0,99.732,101.443
861.465,97.474,97.32,100.423,101.845,104.361,97.66,97.918,99.247,99.68,101.433,97.268,97.041,96.928,98.258,97.082,99.907,99.866,100.505
861.593,97.876,98.608,100.814,102.546,104.66,98.825,98.619,100.639,101.216,102.392,98.505,99.309,99.052,98.113,97.773,101.629,100.835,101.722
861.721,98.928,99.835,100.278,103.485,104.309,99.258,98.928,100.268,101.134,102.588,98.567,99.0,98.268,98.773,98.247,100.052,100.103,101.062
861.849,96.546,97.505,99.082,102.536,103.371,98.423,98.649,99.278,99.485,100.907,96.918,98.175,98.278,96.825,97.515,99.34,99.536,100.0
861.977,97.938,97.711,99.278,102.485,103.144,98.237,97.773,99.773,99.0,100.505,96.763,97.443,98.093,97.247,97.031,98.938,99.227,101.134
862.105,97.443,98.742,98.948,101.608,103.237,98.021,98.753,99.979,99.938,102.021,96.99,97.33,98.072,98.825,98.113,99.691,100.34,101.67
862.233,97.876,97.732,102.062,104.072,105.66,98.134,99.093,99.155,99.918,101.247,97.237,97.392,97.608,97.835,97.876,99.742,100.763,101.773
862.362,97.856,98.041,99.804,102.577,103.969,98.876,97.959,99.608,101.165,101.258,99.515,97.928,98.608,98.804,99.186,100.742,99.918,102.814
862.49,98.134,98.567,97.237,99.485,102.186,99.021,98.433,99.289,101.567,101.371,98.876,98.918,97.711,98.515,98.742,100.165,98.99,100.897
862.618,98.536,98.691,99.155,102.196,102.99,97.536,98.691,100.608,101.557,101.969,98.546,98.134,98.093,99.134,98.979,100.268,99.629,100.639
862.746,98.237,99.186,98.536,100.423,101.701,98.619,97.608,99.381,100.155,101.196,98.464,98.423,98.536,99.608,98.711,99.907,100.072,101.041
862.874,98.928,99.649,100.278,101.804,104.278,100.144,99.773,101.299,100.464,101.67,99.423,98.567,98.691,100.278,100.289,100.866,100.897,101.67
863.002,99.082,98.845,100.021,101.732,104.0,98.351,98.68,99.711,100.66,101.278,98.866,99.371,98.206,98.938,98.691,100.082,100.423,101.68
863.13,98.598,99.639,100.67,102.165,103.649,99.093,98.639,99.258,100.289,103.021,98.773,98.546,98.309,98.897,98.495,99.309,101.0,101.216
863.258,98.629,100.041,100.773,102.598,103.66,98.814,98.763,100.763,100.732,102.711,99.155,98.773,99.144,99.474,100.052,101.0,101.928,102.969
863.387,98.392,98.546,100.835,102.186,103.361,98.732,98.32,99.34,100.979,101.577,98.567,97.907,98.124,98.722,97.351,99.464,100.031,101.856
863.515,99.021,99.247,99.907,101.113,102.856,98.454,99.99,100.876,99.711,101.454,98.825,99.021,98.062,98.474,99.144,100.969,100.505,101.165
863.643,97.845,97.227,99.691,100.835,102.216,97.309,98.062,99.196,99.144,101.32,97.711,98.495,98.0,97.495,98.052,100.268,99.619,100.732
863.771,98.351,99.155,99.845,101.186,102.577,98.072,98.495,98.804,100.412,102.268,98.289,98.289,99.227,98.938,98.732,100.567,101.32,101.134
863.899,98.742,99.381,99.794,101.742,103.938,98.371,99.165,99.804,100.082,101.546,98.361,98.495,98.454,98.959,98.959,99.175,99.66,100.732
864.027,99.485,99.887,100.557,102.309,104.206,100.289,100.381,101.0,101.588,103.268,99.32,100.433,99.619,99.144,100.144,101.072,100.402,102.505
864.155,98.01,99.67,99.66,101.515,103.454,99.134,98.979,99.536,101.031,100.794,97.773,97.938,99.206,98.186,99.144,100.227,100.299,101.722
864.283,97.134,98.113,99.856,101.495,102.351,98.68,97.639,98.938,100.557,100.742,97.33,96.629,97.072,97.113,98.165,98.876,98.773,101.093
864.412,98.588,100.01,99.814,101.526,102.825,100.062,98.526,101.309,99.897,100.99,99.165,98.196,99.361,98.928,98.897,101.299,99.619,102.588
864.54,99.144,99.247,100.608,102.01,102.247,99.381,98.515,99.454,101.237,101.351,99.206,98.082,99.165,99.608,98.763,101.423,101.278,101.825
864.668,97.526,97.804,99.928,101.412,102.639,98.629,97.742,99.309,99.887,100.134,96.722,97.216,97.979,96.866,96.959,98.608,99.598,100.773
864.796,98.619,99.371,101.041,101.299,102.608,99.093,99.784,100.763,100.443,101.155,98.742,99.072,98.742,99.278,98.423,100.34,100.247,101.196
864.924,98.856,99.629,98.165,101.536,101.763,98.825,99.608,100.392,100.577,101.392,98.969,97.99,99.423,99.268,98.804,99.247,99.773,101.423
865.052,97.763,98.515,100.536,101.165,103.732,97.938,98.907,99.33,99.691,100.959,98.546,97.68,97.361,98.876,98.392,99.515,98.546,100.68
865.18,98.392,99.804,103.072,103.639,105.433,98.072,99.753,99.773,100.206,101.722,98.567,99.062,98.134,100.237,99.216,100.845,99.691,101.443
865.308,98.01,99.32,99.124,101.835,103.165,98.041,98.598,99.175,99.247,100.629,97.32,98.082,97.969,98.485,98.175,100.381,99.845,100.361
865.437,97.557,99.216,98.495,100.773,101.918,97.99,97.34,99.227,100.113,102.093,98.577,97.402,97.485,97.67,97.918,99.515,99.464,101.01
865.565,97.979,98.402,100.402,101.134,102.124,97.381,98.835,99.969,99.237,100.577,97.835,97.155,97.268,98.577,96.856,98.887,98.969,100.608
865.693,98.196,98.742,98.289,100.557,101.526,97.278,98.216,99.165,99.216,100.66,96.928,97.464,97.206,98.639,97.392,98.969,100.505,101.423
865.821,97.897,98.031,99.845,101.814,102.299,99.412,98.773,98.814,99.021,100.608,97.268,98.186,98.495,98.907,98.175,99.237,99.907,101.33
865.949,99.062,98.99,100.753,102.825,104.124,99.227,98.464,99.495,100.928,101.856,98.351,98.722,99.608,98.649,99.619,99.825,101.309,101.773
866.077,99.608,99.608,101.887,102.835,104.773,99.897,99.093,100.052,101.753,102.34,99.392,99.866,99.433,99.021,99.196,100.371,101.443,102.186
866.205,97.773,97.412,101.289,102.103,103.041,97.722,97.835,98.072,99.474,100.371,97.392,97.773,97.577,97.268,98.32,99.216,99.825,100.381
866.333,97.969,97.732,100.505,102.753,104.082,97.33,98.155,99.289,100.113,100.814,98.546,98.072,97.639,97.32,97.722,99.619,99.165,101.485
866.462,97.258,97.371,99.515,100.381,100.784,97.619,97.825,98.309,99.206,99.443,97.959,97.155,98.144,97.825,97.381,99.155,99.969,100.68
866.59,99.093,98.691,99.031,100.351,101.897,99.691,100.01,99.907,99.835,100.711,98.134,98.567,98.299,98.67,99.062,100.443,100.443,100.814
866.718,98.845,97.938,99.876,102.268,103.443,98.969,99.546,100.186,99.66,102.773,99.01,98.557,97.856,99.021,98.371,100.619,99.948,102.588
866.846,99.505,99.763,100.227,102.227,103.732,99.278,99.505,100.144,99.887,102.619,98.67,99.103,98.835,99.392,99.082,100.144,100.196,102.113
866.974,99.206,99.67,101.062,103.515,104.639,98.454,98.423,100.371,100.412,101.515,100.041,98.536,97.845,99.32,99.299,100.814,100.928,101.701
867.102,97.082,99.0,99.0,99.99,101.227,97.082,97.866,98.866,99.845,102.464,97.588,96.876,97.701,96.691,98.155,99.093,97.804,101.124
867.23,96.536,97.835,101.392,102.072,104.711,97.619,97.113,98.505,98.588,100.897,97.649,97.454,97.144,97.093,97.0,99.454,98.32,100.557
867.358,97.66,98.186,100.361,100.794,101.918,98.814,97.814,97.928,99.577,100.835,98.124,98.041,98.093,98.031,98.144,99.845,100.082,100.619
867.487,97.67,98.433,99.485,101.062,101.216,97.732,98.835,99.258,99.546,101.526,98.216,97.495,98.485,99.175,99.474,100.392,99.402,101.103
867.615,98.124,99.072,98.979,100.206,102.423,98.381,97.959,98.361,99.309,100.773,97.835,97.34,98.289,98.753,98.237,99.165,99.536,100.505
867.743,98.794,99.031,99.443,100.938,102.567,99.351,98.876,100.34,100.216,100.938,99.103,98.639,97.711,98.526,98.082,99.505,100.227,101.629
867.871,98.876,100.227,100.495,102.062,103.309,98.959,99.052,100.866,99.979,101.598,98.381,99.052,99.649,99.33,99.072,99.742,99.577,102.01
867.999,99.711,99.196,100.536,101.515,102.196,98.361,100.124,100.093,100.361,101.32,98.423,98.392,98.835,100.052,98.742,100.113,101.454,101.258
868.127,97.948,98.361,99.103,100.392,101.845,98.144,98.505,99.412,99.866,101.928,98.629,97.588,98.897,98.062,99.278,99.577,99.412,101.062
868.255,98.464,99.227,99.835,101.402,102.412,98.536,99.577,101.041,100.979,102.402,99.062,98.505,98.557,99.515,99.711,100.959,100.33,102.753
868.383,98.835,99.546,99.041,100.979,102.144,99.113,100.062,99.753,100.907,103.134,98.959,99.309,99.67,99.206,100.268,100.969,101.052,102.67
868.512,99.062,99.588,100.701,102.639,102.639,100.031,99.464,100.175,101.021,101.68,98.67,99.144,98.619,99.866,99.144,101.474,101.289,101.526
868.64,98.454,97.495,99.175,101.443,101.691,98.206,99.464,99.959,99.887,100.969,98.505,98.474,97.536,99.443,98.938,100.577,100.186,100.763
868.768,99.629,98.856,99.01,101.021,102.155,99.825,99.371,99.835,102.392,101.216,99.351,99.186,98.773,99.732,98.897,101.268,100.845,101.959
868.896,97.639,98.536,99.907,100.598,100.897,98.01,97.443,99.33,99.474,100.268,97.887,97.381,96.722,98.392,97.68,99.175,100.361,99.856
869.024,97.175,98.454,98.763,100.784,100.0,98.67,98.278,99.99,99.814,101.567,99.423,98.32,97.876,98.969,99.845,100.031,100.041,101.227
869.152,98.361,98.536,99.515,101.062,101.155,97.464,97.402,98.835,99.412,101.031,97.557,98.237,98.021,97.959,98.845,99.433,100.454,101.165
869.28,100.041,99.443,98.948,101.278,101.619,98.608,98.392,100.454,100.392,101.773,99.526,99.186,98.887,99.546,99.691,99.825,100.33,102.32
869.408,99.629,100.938,98.34,100.814,103.515,99.021,99.113,99.742,101.041,101.907,99.031,99.052,99.577,99.835,99.649,100.144,100.32,102.732
869.537,97.742,99.206,99.144,100.918,102.629,99.814,98.66,99.794,99.031,101.278,97.856,99.216,98.113,99.155,99.196,100.814,100.206,101.32
869.665,98.928,98.959,99.598,101.227,102.99,99.423,98.722,99.557,99.835,102.072,98.268,97.938,98.835,98.557,99.052,100.103,101.278,101.722
869.793,98.722,98.938,100.134,101.526,103.237,98.371,98.773,98.835,99.052,100.505,97.711,97.134,97.474,99.835,98.567,99.216,99.763,100.979
869.921,97.742,99.392,99.701,101.464,102.887,99.505,99.67,99.763,100.68,100.722,99.031,97.794,99.433,98.082,99.175,100.144,99.546,101.784
870.049,98.33,100.433,100.361,101.835,102.825,99.371,99.567,100.01,100.969,102.278,99.423,99.134,99.608,99.856,100.608,100.072,100.144,101.608
870.177,99.289,99.588,101.32,102.938,102.32,99.268,99.959,99.969,100.072,102.412,99.577,99.237,99.052,99.381,99.814,101.021,99.732,101.742
870.305,100.392,100.093,98.918,100.814,101.474,99.237,100.928,100.433,100.505,101.082,98.979,99.0,98.309,99.907,99.268,100.959,100.351,102.289
870.433,99.443,99.464,99.247,101.299,102.485,98.979,99.588,101.588,100.155,102.784,99.763,98.711,99.649,100.072,99.536,100.897,100.588,101.629
870.562,99.371,98.876,99.804,101.186,101.237,98.959,99.392,98.629,99.423,101.515,98.216,97.505,98.433,98.289,99.093,101.639,100.227,102.206
870.69,98.247,98.505,98.794,99.433,100.258,98.701,98.814,99.237,99.031,101.68,98.062,98.227,99.227,99.371,98.536,101.031,99.402,101.072
870.818,98.268,99.289,100.371,101.505,101.454,99.845,98.969,98.701,100.381,101.67,99.021,98.99,98.093,100.031,99.021,99.062,98.711,100.649
870.946,98.845,99.856,99.299,101.546,100.876,100.0,98.918,100.773,100.876,101.608,99.742,99.134,98.351,99.948,99.557,99.711,100.175,100.948
871.074,99.124,99.299,99.526,101.979,101.361,99.0,98.433,98.742,101.052,101.701,98.546,98.515,98.577,98.856,98.268,98.99,100.186,100.546
871.202,97.887,98.082,100.536,102.351,102.443,99.412,98.464,98.32,98.948,100.835,98.485,98.144,97.67,98.278,97.876,99.113,98.588,100.031
871.33,99.206,99.557,96.969,100.289,100.918,99.495,99.66,100.196,100.753,101.505,99.258,98.567,99.299,99.938,100.103,100.278,100.619,100.804
871.458,98.608,98.701,99.68,102.763,103.155,100.845,99.948,99.99,100.423,101.979,99.938,99.103,99.052,99.67,99.979,100.268,100.691,100.598
871.587,98.423,99.371,99.732,101.392,100.464,98.701,98.938,99.103,100.433,101.876,98.68,98.784,99.134,99.392,98.691,100.186,100.835,101.753
871.715,97.557,99.299,100.062,101.876,102.34,98.134,98.237,97.784,98.598,101.278,98.289,97.794,98.134,97.711,97.351,98.608,99.299,100.0
871.843,98.608,98.959,99.639,100.938,102.237,99.464,98.495,99.598,100.887,101.495,99.619,98.402,98.887,99.546,99.34,100.67,100.825,101.247
871.971,98.32,99.711,99.897,101.381,102.835,99.619,99.454,99.773,100.691,100.546,98.598,98.948,99.485,98.845,99.165,100.0,99.99,102.412
872.099,97.247,97.392,97.732,100.454,101.093,97.876,98.68,97.546,99.155,99.814,96.928,96.835,96.959,97.33,98.237,98.66,98.237,100.34
872.227,98.0,98.536,99.804,100.784,102.66,98.536,97.928,99.784,99.567,100.557,98.144,98.443,98.825,98.464,97.825,99.0,100.196,100.474
872.355,99.474,98.536,98.856,100.629,100.639,96.969,97.742,98.227,99.464,100.072,98.247,98.557,98.639,98.093,97.825,99.876,99.474,100.196
872.483,98.887,98.309,99.258,100.412,101.144,99.33,98.392,98.68,98.454,100.175,97.711,97.299,98.763,97.804,98.113,98.907,99.134,100.557
872.612,100.412,99.402,100.34,101.732,102.515,99.866,100.206,100.495,100.876,101.629,99.423,99.32,99.268,100.577,99.66,100.948,99.495,101.969
872.74,98.814,99.474,98.619,101.557,101.134,97.979,99.082,98.784,99.887,101.227,98.299,97.773,97.763,97.887,98.515,99.01,98.897,100.103
872.868,98.619,99.268,99.804,101.876,101.979,98.897,99.124,98.082,99.835,100.856,98.186,98.392,98.052,99.062,97.938,99.99,100.134,101.536
872.996,98.691,98.454,99.629,99.34,101.01,97.392,97.598,98.361,99.031,99.691,97.309,96.546,97.299,97.433,97.691,98.577,98.887,99.412
873.124,98.381,99.722,99.412,98.866,100.113,98.443,98.66,99.062,100.99,101.144,98.619,97.773,97.588,98.928,98.825,99.082,99.32,99.979
873.252,99.67,101.268,100.722,102.773,102.01,100.67,99.67,99.845,99.948,101.598,99.546,98.505,99.01,99.691,99.866,100.732,101.918,101.67
873.38,97.773,99.351,100.01,101.928,102.144,98.268,99.495,99.423,99.289,99.649,99.052,98.175,99.289,98.608,99.206,100.103,99.691,101.062
873.508,98.907,99.216,99.608,100.907,101.206,99.464,100.165,99.887,101.825,100.557,100.082,98.577,99.082,99.031,100.01,100.515,99.608,101.392
873.637,98.876,100.082,100.485,101.608,102.082,98.464,97.887,99.68,100.814,101.175,98.691,98.278,98.928,98.124,99.835,100.237,99.124,101.412
873.765,98.722,98.835,99.938,100.113,100.278,98.113,97.557,99.155,99.237,101.052,97.907,97.887,98.567,98.093,98.196,97.907,98.67,100.268
873.893,99.515,98.649,99.165,99.608,100.536,98.165,98.732,99.33,99.423,100.938,98.742,98.0,98.165,99.021,98.32,99.928,99.907,101.67
874.021,99.732,100.474,101.062,101.66,103.0,100.196,98.969,100.021,100.598,102.247,98.948,98.67,99.66,100.237,98.887,101.536,100.701,102.0
874.149,98.732,98.866,100.186,101.567,103.392,99.093,100.052,99.948,99.588,102.124,99.464,98.639,100.082,99.99,98.938,100.062,100.835,101.464
874.277,98.454,99.969,101.32,101.66,103.773,99.856,99.784,99.433,99.0,102.392,98.897,98.835,98.763,99.68,99.227,99.443,100.835,102.062
874.405,100.866,99.454,101.144,101.082,102.103,99.68,99.381,100.237,99.412,100.938,99.196,98.722,98.402,99.629,98.722,100.041,100.866,102.691
874.533,100.165,99.928,99.165,100.639,101.01,99.598,100.423,100.557,100.928,101.66,98.299,99.134,100.216,99.959,99.897,99.907,100.423,101.711
874.662,98.093,99.196,100.237,100.216,100.619,98.835,99.959,99.186,99.309,100.031,98.835,97.866,98.381,97.814,97.969,98.753,99.165,99.948
874.79,97.68,98.825,100.99,101.361,101.876,98.144,98.402,98.258,99.216,99.443,98.381,98.464,98.928,98.454,98.361,98.629,100.546,98.763
874.918,98.402,99.041,98.742,99.948,100.103,98.969,99.505,99.351,100.454,100.598,98.402,98.928,99.113,99.082,99.907,99.649,100.753,101.021
875.046,97.804,99.01,98.155,99.835,100.464,98.526,98.268,98.412,99.031,99.227,98.052,97.113,98.196,98.588,98.165,98.155,98.588,98.938
875.174,97.928,99.072,99.402,100.608,99.639,98.588,98.722,97.876,99.289,100.938,99.196,97.485,98.515,98.557,99.464,98.68,99.557,100.351
875.302,98.392,98.598,100.588,100.113,100.732,99.062,99.134,100.423,99.866,101.381,99.237,98.794,99.186,99.299,98.66,99.515,99.608,101.753
875.43,98.67,98.412,99.505,101.289,102.206,98.155,99.278,100.825,100.33,100.495,98.629,98.258,99.0,98.773,98.134,99.701,99.155,100.485
875.558,97.443,98.155,99.928,99.485,101.918,98.34,97.99,97.629,99.68,100.67,96.907,97.577,98.0,98.515,97.32,97.526,100.041,100.134
875.687,98.165,99.443,100.639,101.144,101.134,98.804,98.474,99.742,99.474,100.629,98.371,98.629,98.495,98.258,98.887,98.412,98.907,100.485
875.815,98.969,100.814,101.722,103.072,103.928,100.155,99.68,99.753,99.742,102.134,99.206,98.041,99.897,98.845,99.753,100.732,100.433,101.216
875.943,98.722,98.742,100.742,101.227,102.392,98.742,99.443,98.505,98.969,100.773,97.433,97.515,99.093,99.557,99.454,99.588,100.948,100.887
876.071,99.938,99.701,102.052,101.639,101.979,99.165,99.258,100.103,101.289,101.608,99.546,98.948,99.454,98.856,101.464,100.814,100.495,102.485
876.199,100.227,100.113,99.546,101.216,102.041,100.412,100.474,100.206,101.907,102.608,99.825,100.464,99.155,100.639,99.969,101.526,100.619,102.845
876.327,97.753,99.474,98.701,100.866,100.526,98.887,99.041,98.732,99.68,100.784,98.99,98.588,98.557,98.381,98.495,99.722,100.258,101.093
876.455,99.722,100.68,100.567,103.021,102.299,100.031,99.093,99.711,101.423,100.897,99.897,99.052,99.505,99.691,99.351,100.381,99.01,101.289
876.583,99.093,99.938,99.309,101.124,99.866,100.062,99.268,99.124,100.423,101.289,98.33,98.742,99.433,98.474,99.237,100.268,98.711,102.495
876.712,98.134,98.959,100.299,101.134,100.804,99.763,98.866,99.68,100.371,100.979,99.237,99.34,99.742,98.876,100.309,100.495,99.649,101.237
876.84,98.062,97.577,98.876,100.371,101.423,97.062,98.392,99.124,98.722,99.773,98.402,97.557,97.546,97.082,98.32,98.639,98.206,99.835
876.968,99.0,100.186,101.082,102.237,102.732,99.485,99.588,99.969,99.66,101.371,98.928,98.546,98.515,98.969,99.134,100.062,99.464,100.763
877.096,99.206,98.866,99.701,99.887,100.938,99.309,100.031,99.701,101.155,102.031,99.247,99.268,98.959,99.433,98.979,100.093,100.619,102.0
877.224,100.031,100.031,100.165,99.979,101.711,100.052,100.505,99.732,100.299,101.887,99.546,99.021,99.515,100.258,99.289,100.619,99.216,101.691
877.352,97.804,97.711,99.216,101.247,101.835,98.361,98.299,98.052,99.0,100.598,97.742,97.68,97.299,98.732,98.68,99.052,99.155,100.103
877.48,99.299,98.402,100.588,101.495,101.041,97.938,98.371,98.732,99.639,99.897,98.289,98.68,97.01,99.206,98.918,99.32,99.299,100.113
877.608,98.711,100.186,99.021,100.309,101.01,98.763,99.299,99.32,99.938,100.546,99.113,98.835,99.247,99.144,99.124,100.691,99.299,100.722
877.737,98.742,98.67,101.124,100.619,101.598,98.33,99.825,98.948,99.814,99.794,98.649,98.794,99.052,98.072,98.732,99.412,99.505,100.351
877.865,96.794,97.948,101.134,102.01,101.402,98.124,97.433,98.041,97.629,99.134,98.278,98.299,98.031,98.124,97.856,98.443,97.794,99.32
877.993,98.918,99.515,100.196,100.629,100.918,98.237,97.979,98.495,99.186,99.835,98.753,98.608,98.093,97.619,98.402,99.887,98.577,100.732
878.121,98.351,99.268,99.155,100.649,100.794,99.113,98.66,100.072,98.876,100.907,99.299,98.907,98.608,99.763,98.907,99.33,100.557,100.093
878.249,99.969,100.32,99.773,101.66,101.814,99.351,99.361,100.856,100.32,101.866,99.186,98.897,99.598,100.32,99.598,100.505,102.247,101.546
878.377,98.443,98.392,99.608,100.113,101.134,97.845,99.041,98.887,99.33,100.588,98.763,98.258,99.351,99.371,98.052,99.68,99.856,101.175
878.505,97.722,98.33,98.093,100.351,100.103,98.608,97.649,97.784,99.134,99.907,98.309,98.021,97.072,98.33,98.773,98.907,98.639,100.381
878.633,99.701,100.33,99.68,101.34,101.711,100.959,100.577,99.835,100.309,101.34,100.041,100.268,99.33,99.268,99.711,100.495,100.113,101.784
878.762,99.897,98.691,100.763,101.371,102.515,99.629,99.371,101.247,100.103,101.845,99.165,100.041,99.804,99.216,100.32,100.268,100.701,101.32
878.89,97.825,98.866,98.722,99.784,100.629,99.474,99.474,99.113,100.443,100.32,98.784,98.402,99.175,99.175,99.289,98.773,99.134,100.814
879.018,99.907,98.784,99.639,101.062,101.969,99.454,98.732,98.753,99.784,100.629,99.309,98.804,98.412,99.34,98.918,98.959,98.701,100.186
879.146,99.237,99.134,100.825,100.928,101.278,99.577,99.227,100.113,100.351,101.072,99.99,99.34,99.196,99.299,99.402,99.258,100.041,100.897
879.274,98.897,99.289,100.598,101.021,101.505,99.34,98.515,99.134,99.711,100.309,100.392,98.536,98.526,99.361,100.103,100.454,100.598,101.227
879.402,99.794,99.897,100.381,102.454,102.619,100.773,100.103,100.742,100.278,102.433,99.773,98.619,99.784,100.742,99.825,100.835,101.165,102.526
879.53,97.959,99.134,98.258,100.495,100.835,98.979,99.918,99.216,98.649,100.701,98.639,97.629,97.361,98.392,98.237,99.629,100.196,100.258
879.658,99.464,99.216,99.268,99.546,100.722,98.268,100.392,100.402,99.546,101.103,98.979,98.804,99.639,99.938,98.959,99.454,100.175,101.68
879.787,99.124,97.887,99.701,100.031,100.784,98.216,98.206,99.464,99.701,99.918,97.784,98.443,98.454,98.093,98.175,97.938,99.093,99.649
879.915,97.206,98.299,100.969,100.495,101.526,99.835,98.969,98.68,98.289,100.753,98.845,98.443,98.825,98.454,99.082,98.711,99.742,99.856
880.043,98.01,99.454,99.505,101.351,101.062,99.598,100.186,99.918,100.082,101.784,99.948,99.113,98.598,99.371,98.794,100.454,99.33,99.753
880.171,98.639,99.526,100.639,100.474,101.258,99.433,100.082,99.155,99.144,100.845,98.773,97.588,97.876,98.567,98.113,99.732,98.629,99.608
880.299,98.546,99.392,99.196,100.66,101.753,98.247,99.34,97.423,98.835,100.32,98.546,98.845,98.619,98.784,98.371,99.268,100.124,98.856
880.427,98.742,98.938,100.237,100.825,100.979,98.804,99.505,99.371,99.701,100.608,98.969,98.948,99.443,99.639,97.99,99.443,98.289,99.67
880.555,99.454,99.557,99.443,100.567,100.454,98.392,100.268,99.845,100.361,100.794,99.773,99.639,98.608,99.093,100.206,99.918,100.093,101.103
880.683,99.402,99.175,101.227,102.474,102.021,98.794,100.175,99.371,99.753,101.258,98.938,99.289,99.34,99.0,98.711,100.402,100.629,100.99
